"","code","year","month","day","type","acid","phosphate","OM","Mg","K","Ca","EC","jibun","sido","sigungu","addr_1","addr_2","dong","li","ymd","ym","cnt"
"14806","5011031029","2021","07","08","4",4.9,96,28,1.2,1.69,1.2,0.3,"제주특별자치도 제주시 한경면 낙천리 2297","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-07-08,2021-01-01,1
"14807","5011031029","2021","07","13","4",4.9,1188,51,1.2,0.8,2.7,0.5,"제주특별자치도 제주시 한경면 낙천리 799-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-07-13,2021-01-01,1
"14824","5011031029","2021","03","08","4",5.5,773,64,2.5,1.68,5,0.4,"제주특별자치도 제주시 한경면 낙천리 87","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-03-08,2021-01-01,1
"14825","5011031029","2021","05","27","4",5.6,177,44,1.5,0.83,3.6,0.2,"제주특별자치도 제주시 한경면 낙천리 2210-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-05-27,2021-01-01,1
"14826","5011031029","2021","06","08","4",7,291,101,3.1,1.07,13.1,0.3,"제주특별자치도 제주시 한경면 낙천리 296","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-06-08,2021-01-01,1
"14827","5011031029","2021","08","18","4",4.9,387,29.9,1.3,1.7,2.3,0.4,"제주특별자치도 제주시 한경면 낙천리 232","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-08-18,2021-01-01,1
"14828","5011031029","2021","08","18","4",5,520,31.3,1.4,1.76,2.3,0.4,"제주특별자치도 제주시 한경면 낙천리 320","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2021-08-18,2021-01-01,1
"14832","5011031029","2022","02","04","4",5.4,809,42,0.2,0.15,4.2,1.11,"제주특별자치도 제주시 한경면 낙천리 87","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-02-04,2022-01-01,1
"14833","5011031029","2022","05","31","4",6.2,266,62,3.2,1.38,8.4,0.66,"제주특별자치도 제주시 한경면 낙천리 308","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-05-31,2022-01-01,1
"14834","5011031029","2022","08","30","4",4.8,827,47,0.9,0.61,2.6,0.5,"제주특별자치도 제주시 한경면 낙천리 3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-08-30,2022-01-01,1
"14866","5011031029","2022","02","09","4",4.8,326,34,0.8,0.54,2.5,1.06,"제주특별자치도 제주시 한경면 낙천리 2181-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-02-09,2022-01-01,1
"14867","5011031029","2022","02","09","4",6.4,213,20,2.2,0.8,5.7,1,"제주특별자치도 제주시 한경면 낙천리 2336","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-02-09,2022-01-01,1
"14868","5011031029","2022","02","09","4",4.7,877,35,0.6,0.4,1.8,1.01,"제주특별자치도 제주시 한경면 낙천리 1787-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-02-09,2022-01-01,1
"14869","5011031029","2022","04","12","4",7.1,328,44,3.6,1.14,10.7,1.08,"제주특별자치도 제주시 한경면 낙천리 799-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-04-12,2022-01-01,1
"14870","5011031029","2022","05","31","4",5.1,373,17,1.58,1.58,4.3,3.49,"제주특별자치도 제주시 한경면 낙천리 1039","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-05-31,2022-01-01,1
"14871","5011031029","2022","05","31","4",5,279,20,2.6,1.29,5.9,7.52,"제주특별자치도 제주시 한경면 낙천리 1039","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-05-31,2022-01-01,1
"14872","5011031029","2022","05","31","4",4.9,302,18,1.6,1.39,3.3,3.4,"제주특별자치도 제주시 한경면 낙천리 1039","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-05-31,2022-01-01,1
"14873","5011031029","2022","06","09","4",6.2,121,13,2.5,0.6,5.4,0.91,"제주특별자치도 제주시 한경면 낙천리 1081","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-06-09,2022-01-01,1
"14874","5011031029","2022","12","06","4",6.3,252,14,2.6,0.6,4.6,0.35,"제주특별자치도 제주시 한경면 낙천리 823-4","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-12-06,2022-01-01,1
"14885","5011031029","2022","10","25","4",4.6,277.9,50.6,1.04,0.382,2.69,0.263,"제주특별자치도 제주시 한경면 낙천리 948-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14886","5011031029","2022","10","25","4",4.9,274.1,28.2,1.52,0.359,2.28,0.211,"제주특별자치도 제주시 한경면 낙천리 2200","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14887","5011031029","2022","10","25","4",5.7,460.7,12.9,1.71,0.275,4.36,0.302,"제주특별자치도 제주시 한경면 낙천리 1295-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14888","5011031029","2022","10","25","4",7,174.6,23.5,4.99,4.043,10.44,0.516,"제주특별자치도 제주시 한경면 낙천리 313-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14889","5011031029","2022","10","25","4",5.8,290.5,33.2,3.19,0.699,6.43,0.283,"제주특별자치도 제주시 한경면 낙천리 1662-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14890","5011031029","2022","10","25","4",5,418.5,34.8,1.63,0.754,4.59,0.172,"제주특별자치도 제주시 한경면 낙천리 1920-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_낙천리","한경면","낙천리",2022-10-25,2022-01-01,1
"14896","5011031030","2020","12","31","4",5.2,494,45,1.3,1.13,1.2,0.2,"제주특별자치도 제주시 한경면 저지리 740","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14897","5011031030","2020","12","31","4",5,788,53,1.4,0.86,1.7,0.3,"제주특별자치도 제주시 한경면 저지리 1925","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14898","5011031030","2020","12","31","4",5.4,637,128,1.3,0.62,3.4,0.2,"제주특별자치도 제주시 한경면 저지리 1463","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14899","5011031030","2020","12","31","4",5.8,695,65,1.7,1.02,3.8,0.2,"제주특별자치도 제주시 한경면 저지리 540","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14900","5011031030","2020","12","31","4",5.8,462,63,1.6,1.12,4.5,0.4,"제주특별자치도 제주시 한경면 저지리 2763-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14901","5011031030","2020","12","31","4",6.1,775,68,2.1,1.4,3.9,0.3,"제주특별자치도 제주시 한경면 저지리 2765-4","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14902","5011031030","2020","12","31","4",5.4,512,116,1.4,0.77,2.5,0.3,"제주특별자치도 제주시 한경면 저지리 1544-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14903","5011031030","2020","12","31","4",6.1,600,57,1.8,1.18,5.1,0.2,"제주특별자치도 제주시 한경면 저지리 1554","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14904","5011031030","2020","12","31","4",4.5,415,58,2.1,2.32,1.1,1.6,"제주특별자치도 제주시 한경면 저지리 2990-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-31,2020-01-01,1
"14947","5011031030","2020","01","30","4",5.8,731,55,2.2,0.69,7.7,0.7,"제주특별자치도 제주시 한경면 저지리 2480","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14948","5011031030","2020","01","30","4",5.4,847,91,2.7,0.93,7.2,0.3,"제주특별자치도 제주시 한경면 저지리 2479-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14949","5011031030","2020","01","30","4",5.4,666,81,2.6,0.9,7.1,0.2,"제주특별자치도 제주시 한경면 저지리 2481-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14950","5011031030","2020","01","30","4",5.8,557,37,2.4,1.78,6.9,0.2,"제주특별자치도 제주시 한경면 저지리 2482","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14951","5011031030","2020","01","30","4",5.7,178,42,2.6,1.28,10.5,0.4,"제주특별자치도 제주시 한경면 저지리 2484-6","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14952","5011031030","2020","01","30","4",6.3,706,45,2.5,3.07,8.1,0.2,"제주특별자치도 제주시 한경면 저지리 2483","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-01-30,2020-01-01,1
"14953","5011031030","2020","02","18","4",6,809,116,2.5,3.59,4.6,0.3,"제주특별자치도 제주시 한경면 저지리 2469-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-18,2020-01-01,1
"14954","5011031030","2020","02","18","4",4.9,356,82,0.4,1.87,1.1,1,"제주특별자치도 제주시 한경면 저지리 2472-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-18,2020-01-01,1
"14955","5011031030","2020","02","27","4",4.9,348,42,0.7,0.52,2.3,0.1,"제주특별자치도 제주시 한경면 저지리 2855-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-27,2020-01-01,1
"14956","5011031030","2020","02","27","4",4.7,220,56,0.8,0.34,2.5,0.1,"제주특별자치도 제주시 한경면 저지리 2963","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-27,2020-01-01,1
"14957","5011031030","2020","02","27","4",5.5,727,76,3.1,2.24,9,0.9,"제주특별자치도 제주시 한경면 저지리 1063","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-27,2020-01-01,1
"14958","5011031030","2020","02","27","4",5.6,602,53,2.2,2.1,5.9,0.5,"제주특별자치도 제주시 한경면 저지리 1065","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-02-27,2020-01-01,1
"14959","5011031030","2020","03","12","4",6,141,127,2.2,0.94,7.9,0.3,"제주특별자치도 제주시 한경면 저지리 501-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-03-12,2020-01-01,1
"14960","5011031030","2020","04","01","4",6.1,433,115,2.3,1.84,9.1,0.2,"제주특별자치도 제주시 한경면 저지리 2444-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-01,2020-01-01,1
"14961","5011031030","2020","04","01","4",6.1,574,156,2.4,0.86,11,0.2,"제주특별자치도 제주시 한경면 저지리 2444-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-01,2020-01-01,1
"14962","5011031030","2020","04","01","4",5.6,339,63,1.2,1.64,4.8,0.2,"제주특별자치도 제주시 한경면 저지리 605-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-01,2020-01-01,1
"14963","5011031030","2020","04","01","4",5.5,467,103,1.1,1.34,4.2,0.1,"제주특별자치도 제주시 한경면 저지리 603-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-01,2020-01-01,1
"14964","5011031030","2020","04","07","4",4.8,535,104,0.6,1.28,2.4,1.4,"제주특별자치도 제주시 한경면 저지리 2325","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-07,2020-01-01,1
"14965","5011031030","2020","04","07","4",4.9,409,51,0.6,0.87,1.2,0.3,"제주특별자치도 제주시 한경면 저지리 2325","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-07,2020-01-01,1
"14966","5011031030","2020","04","23","4",5.7,107,69,0.5,0.2,1.6,0.1,"제주특별자치도 제주시 한경면 저지리 2781","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-23,2020-01-01,1
"14967","5011031030","2020","04","23","4",6.1,130,42,1.9,0.47,4.8,0.1,"제주특별자치도 제주시 한경면 저지리 2792","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-23,2020-01-01,1
"14968","5011031030","2020","04","28","4",6.2,1403,76,2.7,2.85,10,0.3,"제주특별자치도 제주시 한경면 저지리 565-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-04-28,2020-01-01,1
"14969","5011031030","2020","05","22","4",6.2,53,55,2.1,0.97,4.2,0.3,"제주특별자치도 제주시 한경면 저지리 2113-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-05-22,2020-01-01,1
"14970","5011031030","2020","05","22","4",5.9,66,58,2.2,1.11,4.2,0.9,"제주특별자치도 제주시 한경면 저지리 2113-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-05-22,2020-01-01,1
"14971","5011031030","2020","08","28","4",5.4,676,83,0.7,0.9,2.8,0.2,"제주특별자치도 제주시 한경면 저지리 1875","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-08-28,2020-01-01,1
"14972","5011031030","2020","12","02","4",6.1,84,29,3.3,1.73,7.9,1.7,"제주특별자치도 제주시 한경면 저지리 2938","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-02,2020-01-01,1
"14973","5011031030","2020","12","02","4",5.9,78,27,2.6,1.69,6.9,2.2,"제주특별자치도 제주시 한경면 저지리 2938","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-02,2020-01-01,1
"14974","5011031030","2020","12","02","4",5.7,221,31,2.7,2.08,6.5,1.8,"제주특별자치도 제주시 한경면 저지리 2940","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-02,2020-01-01,1
"14975","5011031030","2020","12","02","4",5.7,109,26,2.1,2.06,5.6,1.5,"제주특별자치도 제주시 한경면 저지리 2940","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-02,2020-01-01,1
"14976","5011031030","2020","12","28","4",6.2,1159,37,3.2,3.35,3.8,2.8,"제주특별자치도 제주시 한경면 저지리 1069","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-28,2020-01-01,1
"14977","5011031030","2020","12","28","4",5.5,557,90,1.3,1.15,2,0.3,"제주특별자치도 제주시 한경면 저지리 603-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-28,2020-01-01,1
"14978","5011031030","2020","12","28","4",5.5,572,103,1.3,0.79,2.5,0.3,"제주특별자치도 제주시 한경면 저지리 605-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2020-12-28,2020-01-01,1
"14984","5011031030","2021","10","06","4",6,806,35,2.1,0.71,8.9,0.88,"제주특별자치도 제주시 한경면 저지리 2269-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-10-06,2021-01-01,1
"14985","5011031030","2021","07","07","4",6.8,912,153,3.3,2.49,12.6,0.5,"제주특별자치도 제주시 한경면 저지리 2444-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-07-07,2021-01-01,1
"14986","5011031030","2021","07","07","4",5.7,521,72,2.4,1.26,5.7,0.3,"제주특별자치도 제주시 한경면 저지리 2444-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-07-07,2021-01-01,1
"14995","5011031030","2021","08","30","4",5.1,273,67,1.9,0.93,1.6,1,"제주특별자치도 제주시 한경면 저지리 1552","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-30,2021-01-01,1
"14996","5011031030","2021","08","31","4",5.1,191,25,3.5,0.78,1.6,0.89,"제주특별자치도 제주시 한경면 저지리 2137","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-31,2021-01-01,1
"14997","5011031030","2021","08","31","4",5.1,464,43,2.4,0.97,1.8,0.87,"제주특별자치도 제주시 한경면 저지리 2141","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-31,2021-01-01,1
"14998","5011031030","2021","08","31","4",5,401,40,4.4,1.13,2.6,1.43,"제주특별자치도 제주시 한경면 저지리 2142","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-31,2021-01-01,1
"14999","5011031030","2021","08","31","4",6.6,697,41,4.9,2.11,3.6,1.13,"제주특별자치도 제주시 한경면 저지리 2140","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-31,2021-01-01,1
"15000","5011031030","2021","08","31","4",6.7,545,57,6,2.93,4.3,1.23,"제주특별자치도 제주시 한경면 저지리 2146","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-31,2021-01-01,1
"15024","5011031030","2021","02","15","4",5.1,572,66,1.5,1.02,1.8,0.2,"제주특별자치도 제주시 한경면 저지리 2962-5","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-02-15,2021-01-01,1
"15025","5011031030","2021","02","15","4",5.2,538,94,1.7,0.75,2.8,0.3,"제주특별자치도 제주시 한경면 저지리 2963","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-02-15,2021-01-01,1
"15026","5011031030","2021","02","15","4",5,946,64,1.4,1.22,1.7,0.3,"제주특별자치도 제주시 한경면 저지리 2855-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-02-15,2021-01-01,1
"15027","5011031030","2021","02","15","4",5.2,635,154,1.2,1.37,3,0.3,"제주특별자치도 제주시 한경면 저지리 1552","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-02-15,2021-01-01,1
"15028","5011031030","2021","02","15","4",5.3,767,110,1.5,0.97,4.2,0.3,"제주특별자치도 제주시 한경면 저지리 1552","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-02-15,2021-01-01,1
"15029","5011031030","2021","03","08","4",6.6,1084,66,5.1,2.26,9,0.4,"제주특별자치도 제주시 한경면 저지리 1063","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-03-08,2021-01-01,1
"15030","5011031030","2021","03","08","4",5.9,736,45,2.6,2.18,4.4,6.9,"제주특별자치도 제주시 한경면 저지리 1065","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-03-08,2021-01-01,1
"15031","5011031030","2021","03","29","4",6.7,1330,69,0.5,1.82,5.8,0.4,"제주특별자치도 제주시 한경면 저지리 2804","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-03-29,2021-01-01,1
"15032","5011031030","2021","03","29","4",7.1,2171,99,1,1.64,7.6,1.3,"제주특별자치도 제주시 한경면 저지리 2805","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-03-29,2021-01-01,1
"15033","5011031030","2021","03","29","4",5.9,604,105,4.3,1.46,5.9,0.5,"제주특별자치도 제주시 한경면 저지리 2848-4","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-03-29,2021-01-01,1
"15034","5011031030","2021","04","23","4",5.8,127,79,0.8,0.33,4.4,0.2,"제주특별자치도 제주시 한경면 저지리 1361","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-04-23,2021-01-01,1
"15035","5011031030","2021","08","18","4",6.9,163,29.1,2.5,1.49,9.5,0.4,"제주특별자치도 제주시 한경면 저지리 2570","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-08-18,2021-01-01,1
"15036","5011031030","2021","10","20","4",4.9,98,47,0.6,0.28,1.7,1.22,"제주특별자치도 제주시 한경면 저지리 1552","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-10-20,2021-01-01,1
"15037","5011031030","2021","12","14","4",5.4,324,89,2.1,0.56,6.5,1.12,"제주특별자치도 제주시 한경면 저지리 1710-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2021-12-14,2021-01-01,1
"15043","5011031030","2022","01","24","4",6,433,63,1.9,0.51,6.4,0.93,"제주특별자치도 제주시 한경면 저지리 605-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-01-24,2022-01-01,1
"15044","5011031030","2022","01","24","4",5.5,463,79,1.1,0.4,4.7,0.97,"제주특별자치도 제주시 한경면 저지리 603-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-01-24,2022-01-01,1
"15045","5011031030","2022","08","09","4",5.8,629,102,4.7,1.79,10.1,0.5,"제주특별자치도 제주시 한경면 저지리 2444-3","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-08-09,2022-01-01,1
"15046","5011031030","2022","08","09","4",6.4,640,124,3.6,3.18,17.9,0.76,"제주특별자치도 제주시 한경면 저지리 2444-8","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-08-09,2022-01-01,1
"15053","5011031030","2022","01","24","4",4.9,453,145,4.1,0.77,7.3,4.63,"제주특별자치도 제주시 한경면 저지리 524","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-01-24,2022-01-01,1
"15054","5011031030","2022","01","24","4",4.9,357,116,2,0.47,4.2,2.25,"제주특별자치도 제주시 한경면 저지리 501-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-01-24,2022-01-01,1
"15059","5011031030","2022","07","12","4",6.6,493,45,4.2,2.47,12,0.76,"제주특별자치도 제주시 한경면 저지리 1875","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-07-12,2022-01-01,1
"15081","5011031030","2022","03","29","4",5,344,28,1.6,0.5,2.4,1.63,"제주특별자치도 제주시 한경면 저지리 2137","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-03-29,2022-01-01,1
"15082","5011031030","2022","03","29","4",5.6,753,36,2.5,1.97,4,2.46,"제주특별자치도 제주시 한경면 저지리 2140","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-03-29,2022-01-01,1
"15083","5011031030","2022","03","29","4",5.8,325,32,1.9,1.16,2.7,1.66,"제주특별자치도 제주시 한경면 저지리 2142","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-03-29,2022-01-01,1
"15084","5011031030","2022","03","29","4",5.1,618,26,2.7,0.83,3.1,1.75,"제주특별자치도 제주시 한경면 저지리 2146","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-03-29,2022-01-01,1
"15085","5011031030","2022","05","24","4",5.7,1228,99,5.6,1.46,5.9,2.75,"제주특별자치도 제주시 한경면 저지리 2114-19","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-05-24,2022-01-01,1
"15086","5011031030","2022","12","06","4",5.4,78,63,0.9,0.72,5.6,1,"제주특별자치도 제주시 한경면 저지리 1512-1","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-12-06,2022-01-01,1
"15087","5011031030","2022","12","06","4",5.1,118,128,0.8,0.28,3.3,0.25,"제주특별자치도 제주시 한경면 저지리 1512-2","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-12-06,2022-01-01,1
"15088","5011031030","2022","12","06","4",5.5,145,106,1.3,0.49,6.6,0.17,"제주특별자치도 제주시 한경면 저지리 1512-4","제주특별자치도","제주시_한경면","제주_한경","제주특별자치도_제주시_한경면_저지리","한경면","저지리",2022-12-06,2022-01-01,1
